gender;q1_focus_difficulty;q2_overthinking;q3_overwhelmed;q4_anxious;q5_restless;q6_depressed;q7_sleep_problem;q8_fatigue;q9_headache_tension;q10_responsibility_difficulty;q11_irritable;q12_social_withdrawal;q13_control_stress;q14_calm_self;q15_handle_problem;pss_total_score;stress_level;quality_of_sleep;physical_activity_level;heart_rate;daily_steps;screen_time_hours;study_hours;daily_pressure;bmi_category
1;2.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;2.0;2.0;2.0;3.0;4.0;3.0;41.0;2;8;60;68;8000;4.4;4.6;Low;0
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;4.0;3.0;4.0;3.0;49.0;2;8;60;68;8000;7.6;4.3;Medium;0
1;3.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;3.0;2.0;5.0;3.0;4.0;3.0;48.0;2;8;60;68;8000;10.9;2.9;Medium;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;3.0;3.0;4.0;3.0;52.0;2;8;60;68;8000;6.2;7.1;High;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;5.0;3.0;4.0;3.0;54.0;2;8;60;68;8000;11.7;6.0;High;0
1;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;4.0;3.0;4.0;3.0;45.0;2;8;60;68;8000;8.8;5.4;Low;0
1;2.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;2.0;2.0;5.0;3.0;4.0;3.0;44.0;2;8;60;68;8000;11.5;3.3;Low;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;4.0;3.0;4.0;3.0;53.0;2;8;60;68;8000;8.7;5.5;High;0
1;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;2.0;3.0;4.0;3.0;43.0;2;8;60;68;8000;4.9;4.8;Low;0
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;4.0;3.0;4.0;3.0;49.0;2;8;60;68;8000;7.2;4.3;Medium;0
0;5.0;5.0;2.0;5.0;5.0;5.0;2.0;1.0;5.0;5.0;3.0;3.0;3.0;3.0;3.0;55.0;2;8;55;73;7300;5.5;4.8;High;1
0;1.0;4.0;2.0;5.0;5.0;4.0;2.0;1.0;5.0;1.0;3.0;5.0;3.0;3.0;3.0;47.0;2;8;55;73;7300;11.0;2.0;Low;1
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;5.0;4.0;4.0;4.0;56.0;0;8;90;68;8000;11.3;7.0;High;0
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;52.0;2;8;90;68;8000;11.9;5.7;Medium;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;4.0;4.0;4.0;4.0;55.0;2;8;90;70;8000;7.3;5.8;High;0
1;5.0;5.0;2.0;5.0;5.0;5.0;2.0;1.0;5.0;5.0;3.0;5.0;4.0;4.0;3.0;59.0;0;8;70;72;6200;9.2;7.5;High;1
1;3.0;4.0;2.0;5.0;5.0;4.0;2.0;2.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;50.0;2;7;55;72;6000;6.5;5.0;Low;3
1;2.0;4.0;2.0;5.0;5.0;4.0;2.0;2.0;5.0;2.0;3.0;5.0;3.0;3.0;3.0;50.0;2;7;55;72;6000;11.6;3.8;Low;3
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;5.0;4.0;4.0;4.0;56.0;0;8;90;70;8000;11.4;5.7;High;0
1;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;5.0;4.0;4.0;4.0;48.0;2;8;90;70;8000;9.5;6.6;Low;0
1;4.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;54.0;2;8;90;70;8000;10.0;3.3;High;0
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;1.0;4.0;4.0;4.0;48.0;2;8;90;70;8000;2.5;5.6;Medium;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;3.0;4.0;4.0;4.0;54.0;2;8;90;70;8000;5.9;6.2;High;0
1;2.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;2.0;2.0;4.0;4.0;4.0;4.0;45.0;2;8;90;70;8000;7.7;3.2;Low;0
1;4.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;4.0;2.0;3.0;4.0;4.0;4.0;52.0;2;8;90;70;8000;6.6;2.4;High;0
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;52.0;2;8;90;70;8000;11.9;5.0;Medium;0
1;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;5.0;2.0;3.0;2.0;53.0;2;6;45;72;6000;9.6;6.9;Low;3
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;2.0;4.0;4.0;4.0;49.0;2;8;90;70;8000;3.2;5.5;Medium;0
1;4.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;52.0;2;8;90;70;8000;11.5;4.4;Medium;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;2.0;4.0;4.0;4.0;53.0;2;8;90;70;8000;3.2;7.5;High;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;4.0;4.0;4.0;4.0;55.0;2;8;90;70;8000;7.1;5.6;High;0
1;4.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;4.0;2.0;1.0;4.0;4.0;4.0;46.0;2;8;90;70;8000;2.5;7.9;Low;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;5.0;4.0;4.0;4.0;56.0;0;8;90;70;8000;10.9;7.5;High;0
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;2.0;2.0;3.0;2.0;56.0;0;6;45;78;5000;4.8;5.4;High;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;59.0;0;6;45;78;5000;10.4;7.1;Medium;3
0;3.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;3.0;2.0;4.0;2.0;3.0;3.0;42.0;2;7;45;65;6000;7.3;6.5;Low;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;4.0;2.0;3.0;2.0;58.0;0;6;45;72;6000;7.3;7.9;Medium;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;3.0;3.0;46.0;2;7;45;65;6000;4.0;5.6;Medium;3
1;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;1.0;2.0;3.0;2.0;47.0;2;6;45;72;6000;2.8;3.6;Low;3
0;3.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;3.0;2.0;5.0;2.0;3.0;3.0;43.0;2;7;45;65;6000;10.0;6.9;Low;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;59.0;0;6;45;72;6000;10.1;7.5;Medium;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;1.0;2.0;3.0;2.0;55.0;2;6;45;72;6000;2.6;6.5;High;3
1;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;4.0;2.0;3.0;2.0;50.0;2;6;45;72;6000;7.0;4.0;Low;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;59.0;0;6;45;72;6000;11.2;4.3;High;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;3.0;2.0;3.0;2.0;57.0;0;6;45;72;6000;5.9;7.9;Medium;3
1;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;5.0;2.0;3.0;2.0;55.0;2;6;45;72;6000;9.9;4.1;Medium;3
1;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;3.0;2.0;3.0;2.0;51.0;2;6;45;72;6000;6.0;5.3;Low;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;3.0;2.0;3.0;2.0;57.0;0;6;45;72;6000;6.1;4.8;High;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;59.0;0;6;45;72;6000;9.7;6.3;High;3
1;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;2.0;2.0;3.0;2.0;48.0;2;6;45;72;6000;5.0;3.3;Low;3
1;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;1.0;4.0;4.0;4.0;44.0;2;8;90;70;8000;2.7;5.7;Low;0
1;1.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;1.0;2.0;5.0;4.0;4.0;4.0;44.0;2;8;90;70;8000;9.4;2.1;Low;0
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;4.0;2.0;3.0;2.0;56.0;0;6;47;69;6800;8.6;2.4;High;1
1;5.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;5.0;2.0;2.0;4.0;4.0;4.0;51.0;2;8;75;68;6800;4.2;3.9;High;3
1;4.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;50.0;2;8;90;70;8000;10.7;7.5;Low;0
1;4.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;54.0;2;8;90;70;8000;10.7;2.3;High;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;4.0;4.0;4.0;4.0;55.0;2;8;90;70;8000;8.2;6.5;High;0
1;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;5.0;4.0;4.0;4.0;48.0;2;8;90;70;8000;10.2;6.9;Low;0
1;2.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;2.0;2.0;5.0;4.0;4.0;4.0;46.0;2;8;90;70;8000;11.5;2.8;Low;0
1;4.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;4.0;2.0;4.0;4.0;4.0;4.0;49.0;2;8;90;70;8000;7.0;7.9;Low;0
1;4.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;4.0;2.0;4.0;4.0;4.0;4.0;53.0;2;8;90;70;8000;7.5;2.1;High;0
1;5.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;5.0;2.0;4.0;4.0;4.0;4.0;53.0;2;8;90;70;8000;8.3;7.7;Medium;0
1;2.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;2.0;2.0;5.0;4.0;4.0;4.0;46.0;2;8;90;70;8000;10.1;4.1;Low;0
1;4.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;4.0;2.0;5.0;4.0;4.0;4.0;54.0;2;8;90;70;8000;9.4;2.5;High;0
1;3.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;3.0;4.0;4.0;4.0;46.0;2;8;90;70;8000;5.4;4.8;Low;0
1;5.0;5.0;2.0;4.0;4.0;5.0;2.0;1.0;4.0;5.0;2.0;1.0;4.0;4.0;4.0;52.0;2;8;90;70;8000;2.2;5.3;High;0
1;2.0;3.0;2.0;4.0;4.0;3.0;2.0;1.0;4.0;2.0;2.0;5.0;4.0;4.0;4.0;46.0;2;8;90;70;8000;11.5;4.0;Low;0
1;5.0;4.0;2.0;4.0;4.0;4.0;2.0;1.0;4.0;5.0;2.0;4.0;4.0;4.0;4.0;53.0;2;8;90;70;8000;8.3;7.1;Medium;0
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;4.0;2.0;3.0;2.0;56.0;0;6;45;72;6000;7.1;4.4;Medium;3
0;5.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;5.0;2.0;3.0;2.0;3.0;3.0;49.0;2;7;45;65;6000;6.2;7.5;High;3
1;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;4.0;2.0;3.0;2.0;50.0;2;6;45;72;6000;8.0;4.0;Low;3
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;3.0;2.0;3.0;2.0;55.0;2;6;45;72;6000;5.6;6.6;Medium;3
1;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;3.0;2.0;3.0;2.0;53.0;2;6;45;72;6000;5.9;3.6;Medium;3
0;3.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;3.0;2.0;3.0;2.0;3.0;3.0;41.0;2;7;45;65;6000;6.1;5.1;Low;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;2.0;2.0;3.0;2.0;56.0;0;6;45;72;6000;3.9;7.8;Medium;3
0;3.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;3.0;2.0;1.0;2.0;3.0;3.0;43.0;2;7;45;65;6000;2.9;2.7;Medium;3
1;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;2.0;2.0;3.0;2.0;50.0;2;6;45;72;6000;5.0;5.7;Low;3
0;4.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;4.0;2.0;5.0;2.0;3.0;3.0;45.0;2;7;45;65;6000;11.9;7.4;Low;3
1;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;4.0;2.0;3.0;2.0;50.0;2;6;45;72;6000;7.3;4.0;Low;3
0;5.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;5.0;2.0;2.0;2.0;3.0;3.0;48.0;2;7;45;65;6000;3.6;6.9;Medium;3
1;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;5.0;2.0;3.0;2.0;53.0;2;6;45;72;6000;9.7;6.7;Low;3
0;2.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;2.0;2.0;5.0;2.0;3.0;3.0;41.0;2;7;45;65;6000;10.7;3.0;Low;3
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;1.0;2.0;3.0;2.0;53.0;2;6;45;72;6000;2.4;6.4;Medium;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;3.0;2.0;3.0;3.0;47.0;2;7;45;65;6000;5.5;3.7;High;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;59.0;0;6;45;72;6000;10.5;5.3;High;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;2.0;3.0;2.0;59.0;0;6;45;72;6000;11.0;4.0;High;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;3.0;3.0;46.0;2;7;45;65;6000;3.0;4.4;Medium;3
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;5.0;2.0;3.0;2.0;57.0;0;6;45;72;6000;9.4;2.6;High;3
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;4.0;2.0;3.0;2.0;56.0;0;6;45;72;6000;7.5;5.1;Medium;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;4.0;2.0;3.0;3.0;48.0;2;7;45;65;6000;8.2;2.4;High;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;1.0;2.0;3.0;2.0;55.0;2;6;45;72;6000;2.3;7.4;Medium;3
1;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;5.0;2.0;3.0;2.0;53.0;2;6;45;72;6000;9.3;6.9;Low;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;5.0;2.0;3.0;3.0;49.0;2;7;45;65;6000;12.0;4.5;Medium;3
1;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;3.0;2.0;3.0;2.0;57.0;0;6;45;72;6000;5.2;7.0;High;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;4.0;2.0;3.0;3.0;48.0;2;7;45;65;6000;8.5;5.6;Medium;3
1;4.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;4.0;4.0;4.0;2.0;3.0;2.0;54.0;2;6;45;72;6000;9.0;7.8;Low;3
1;2.0;4.0;3.0;5.0;5.0;4.0;2.0;2.0;5.0;2.0;4.0;4.0;2.0;3.0;2.0;49.0;2;7;45;78;5000;8.5;4.0;Low;3
1;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;5.0;2.0;3.0;2.0;55.0;2;6;45;72;6000;10.5;2.8;Medium;3
1;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;5.0;2.0;3.0;2.0;57.0;0;6;45;72;6000;9.2;3.1;High;3
0;3.0;4.0;2.0;5.0;4.0;4.0;2.0;2.0;5.0;3.0;3.0;3.0;2.0;2.0;2.0;46.0;2;7;30;65;6000;6.6;5.0;Low;3
0;3.0;4.0;2.0;5.0;4.0;4.0;2.0;2.0;5.0;3.0;3.0;3.0;2.0;2.0;2.0;46.0;2;7;30;65;6000;6.9;6.2;Low;3
0;1.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;1.0;2.0;5.0;2.0;3.0;3.0;39.0;2;7;45;65;6000;11.4;2.1;Low;3
0;2.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;2.0;2.0;2.0;2.0;3.0;3.0;38.0;2;7;45;65;6000;3.9;4.5;Low;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;5.0;2.0;3.0;3.0;49.0;2;7;45;65;6000;10.8;5.6;Medium;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;4.0;2.0;3.0;3.0;48.0;2;7;45;65;6000;8.0;3.1;High;3
0;3.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;3.0;2.0;5.0;2.0;3.0;3.0;43.0;2;7;45;65;6000;12.0;5.7;Low;3
0;4.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;5.0;2.0;3.0;3.0;49.0;2;7;45;65;6000;10.1;5.1;Medium;3
0;3.0;2.0;2.0;4.0;4.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;2.0;3.0;3.0;40.0;2;7;45;65;6000;3.5;6.5;Low;3
0;5.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;5.0;2.0;5.0;2.0;3.0;3.0;51.0;2;7;45;65;6000;10.9;7.1;Medium;3
0;5.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;5.0;2.0;1.0;2.0;3.0;3.0;47.0;2;7;45;65;6000;2.1;7.4;Medium;3
0;5.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;5.0;2.0;5.0;2.0;3.0;3.0;51.0;2;7;45;65;6000;11.6;7.2;Medium;3
0;3.0;4.0;2.0;4.0;4.0;4.0;2.0;2.0;4.0;3.0;2.0;3.0;2.0;3.0;3.0;45.0;2;7;45;65;6000;5.5;3.0;Medium;3
0;2.0;3.0;2.0;4.0;4.0;3.0;2.0;2.0;4.0;2.0;2.0;1.0;3.0;3.0;3.0;40.0;2;7;55;75;5500;2.3;2.4;Low;3
1;5.0;5.0;2.0;5.0;4.0;5.0;2.0;2.0;5.0;5.0;2.0;1.0;3.0;3.0;3.0;52.0;2;7;65;83;3500;2.3;4.0;High;2
0;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;2.0;4.0;4.0;3.0;54.0;2;6;90;75;10000;4.4;6.5;Low;3
1;3.0;3.0;2.0;5.0;4.0;3.0;2.0;2.0;5.0;3.0;2.0;5.0;3.0;3.0;3.0;48.0;2;7;65;83;3500;9.8;6.4;Low;2
0;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;3.0;4.0;4.0;3.0;55.0;2;6;90;75;10000;5.5;6.0;Low;3
0;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;5.0;4.0;4.0;3.0;57.0;0;6;90;75;10000;10.8;7.0;Low;3
0;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;1.0;4.0;4.0;3.0;53.0;2;6;90;75;10000;2.3;5.5;Low;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;2.0;4.0;4.0;3.0;60.0;0;6;90;75;10000;3.2;6.8;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;3.0;4.0;4.0;3.0;57.0;0;6;90;75;10000;5.5;2.2;Medium;3
0;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;3.0;4.0;4.0;3.0;53.0;2;6;90;75;10000;5.5;2.4;Low;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;5.0;4.0;4.0;3.0;59.0;0;6;90;75;10000;12.0;2.7;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;3.0;4.0;4.0;3.0;57.0;0;6;90;75;10000;5.5;2.6;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;5.0;4.0;4.0;3.0;59.0;0;6;90;75;10000;10.5;3.7;Medium;3
1;3.0;3.0;1.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;4.0;4.0;4.0;4.0;46.0;2;9;85;86;3700;8.9;3.9;Medium;2
1;3.0;3.0;1.0;4.0;4.0;3.0;2.0;1.0;4.0;3.0;2.0;2.0;4.0;4.0;4.0;44.0;2;9;85;86;3700;3.4;2.3;Medium;2
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;2.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;3.4;4.8;Medium;3
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;1.0;2.0;3.0;3.0;36.0;2;9;30;65;5000;2.2;2.1;Medium;0
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;4.0;4.0;3.0;63.0;0;6;90;75;10000;9.8;3.8;High;3
0;4.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;4.0;4.0;5.0;4.0;4.0;3.0;59.0;0;6;90;75;10000;10.2;7.3;Low;3
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;60.0;0;6;90;75;10000;7.6;3.1;High;3
0;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;2.0;4.0;4.0;3.0;52.0;2;6;90;75;10000;4.4;3.7;Low;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;2.0;4.0;4.0;3.0;60.0;0;6;90;75;10000;3.9;8.0;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;7.8;2.2;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;8.2;3.4;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;7.9;3.8;Medium;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;1.0;4.0;4.0;3.0;59.0;0;6;90;75;10000;2.5;5.9;High;3
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;2.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;4.7;2.8;High;3
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;60.0;0;6;90;75;10000;7.5;3.2;High;3
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;1.0;4.0;4.0;3.0;57.0;0;6;90;75;10000;2.4;3.1;High;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;4.0;4.0;4.0;3.0;62.0;0;6;90;75;10000;8.7;8.0;Medium;3
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;4.0;4.0;4.0;3.0;60.0;0;6;90;75;10000;7.7;5.0;Medium;3
0;4.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;4.0;4.0;2.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;3.8;2.5;High;3
0;5.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;5.0;4.0;5.0;4.0;4.0;3.0;63.0;0;6;90;75;10000;9.1;7.1;Medium;3
0;3.0;5.0;3.0;5.0;5.0;5.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0;4.0;3.0;58.0;0;6;90;75;10000;8.7;3.2;Medium;3
0;2.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;2.0;4.0;4.0;4.0;4.0;3.0;54.0;2;6;90;75;10000;8.6;2.6;Low;3
0;5.0;4.0;1.0;3.0;3.0;4.0;2.0;1.0;3.0;5.0;2.0;2.0;2.0;3.0;3.0;43.0;2;9;30;65;5000;3.3;4.7;High;0
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;2.0;2.0;3.0;3.0;39.0;2;9;30;65;5000;3.1;4.5;Medium;0
0;4.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;1.0;2.0;3.0;3.0;38.0;2;9;30;65;5000;2.9;5.1;Medium;0
0;3.0;3.0;1.0;3.0;3.0;3.0;2.0;1.0;3.0;3.0;2.0;5.0;2.0;3.0;3.0;40.0;2;9;30;65;5000;11.3;2.2;Medium;0
0;5.0;5.0;2.0;5.0;5.0;5.0;2.0;2.0;5.0;5.0;3.0;2.0;3.0;3.0;3.0;55.0;2;7;55;72;6000;4.0;7.4;High;1
0;3.0;4.0;3.0;5.0;5.0;4.0;3.0;2.0;5.0;3.0;4.0;4.0;4.0;4.0;3.0;56.0;0;6;90;75;10000;7.7;4.9;Low;3
